,Tweet ID,Content,Named Candidate/Partylist
244,tweet_id:1914297613140283821,"[]

Zushis! The #AkoAngSimula music video for #Halalan2025 featuring Maki and his co-Kapamilya artists has been premiered and is out now!!

WATCH HERE: youtu.be/an6agnKHbhQ?si
…#Maki ",
245,tweet_id:1914295350288126352,nagwagi na naman ang zushels <33 u two r so cuuuute :>    #Halalan2025 #AkoAngSimula,
246,tweet_id:1914294824301367615,"'AKO ANG SIMULA' NA AWIT PARA SA HALALAN 2025 BINIGYANG BUHAY NG KAPAMILYA ARTISTS [BGYO CUT]

cr. TV Patrol
BGYO AKO ANG SIMULA
24EVERwithGelo#Halalan2025 #BGYO ",
247,tweet_id:1914292933496619279,You know halalan is coming when you start hearing ‘Ako Ang Simula.’ BGYO AKO ANG SIMULA  #Halalan2025 #BGYO ,
248,tweet_id:1914287890852401459,sa ating mga kabataan ang pagbabago. #AkoAngSimula #Halalan2025 #WRIVE,
249,tweet_id:1914285764072132662,"Every vote counts kaya sa darating na eleksyon huwag natin sayangin sa maling kandidato. Sabi nga ni birthday boy piliin kung sino ang dapat.

BGYO AKO ANG SIMULA
24EVERwithGelo#Halalan2025 #BGYO ",
250,tweet_id:1914265913727369405,"Bibigyang-buhay para sa bagong henerasyon nina Maki, #BGYO, Angela Ken, #WRIVE, Carmelle Collado, at Sofronio Vasquez ang awitin ng ABS-CBN News ngayong #Halalan2025.

Ikaw, ako, tayo - ang simula ng pagbabago.#AkoAngSimula ",
251,tweet_id:1914250256453410832,"Bibigyang-buhay para sa bagong henerasyon nina Maki, BGYO, Angela Ken, WRIVE, Carmelle Collado, at Sofronio Vasquez ang awitin ng ating ABS-CBN News ngayong #Halalan2025.",
252,tweet_id:1914137125106405447,"Change starts with one voice—and  will sing it out LOUD.

Catch them on the 'Ako ang Simula' Station ID for #Halalan2025, dropping tonight, April 21, after TV Patrol!

Join us later on the hashtag party at 6:30 pm! WRIVE ANG SIMULA#AkoAngSimula#Halalan2025 #WRIVE",pm
253,tweet_id:1914091712156500065,Puwedeng kulang o iwang blangko ang balota ngunit iwasang sumobra ang ise-shade na bilog para 'di masayang ang boto. #Halalan2025,
254,tweet_id:1913951674785571163,"Para sa responsableng pagboto. #AkoAngSimula #Halalan2025 
WRIVE ANG SIMULA #WRIVE",
255,tweet_id:1913939832323158262,"Bagong tinig, isa pa ring himig. Panoorin ang #AkoAngSimula recording music video--kasama sina Carmelle Collado, Maki, WRIVE, at iba pa-- bukas, April 21, pagkatapos ng TV Patrol at sa ABS-CBN News YouTube at Facebook. #Halalan2025",
256,tweet_id:1913936668685701563,"Bagong tinig, isa pa ring himig. Panoorin ang #AkoAngSimula recording music video--kasama sina Carmelle Collado, Maki, WRIVE, at iba pa--sa Lunes, April 21, pagkatapos ng TV Patrol at sa ABS-CBN News YouTube at Facebook. #Halalan2025",
257,tweet_id:1913850121818935549,"Hinimok ng mga pamilya ng desaparecidos ang publiko na pumili ng mga kandidatong ginagalang ang karapatang pantao.

Isa ba 'to sa kinokonsidera mo sa #Halalan2025? #NewsapanBASAHIN: abs-cbn.com/news/nation/20
…",
258,tweet_id:1913785414542057586,"PARA SA BAYAN

LABANAN ANG KATIWALIAN

IBOTO SI HEIDI MENDOZA 

BILANG SENADORA#45MendozaHeidi #Halalan2025",HEIDI MENDOZA
259,tweet_id:1913529771348341103,"hope the adaptation tackles clyden’s political stance more pa, especially na it’s very timely that #Halalan2025 is next month, this is actually good!

THE HOUSE ON LIGAYA STREET#AOTDLigayaHouse #AvenuesOfTheDiamond #AubreyCaraan #LanceCarr#LanceBrey",
260,tweet_id:1913506649219756451,"Saan at kailan at kung paano
Ako ang tatapos sa pagsubok na 'to. #Halalan2025 #StarMagic",
261,tweet_id:1913487883039605173,"Senador po ang hinahanap, hindi dancer Tingnan sa Rappler election site ang track record ng mga kumakandidato ngayong eleksiyon. Alamin ang kanilang magiging responsibilidad. #PHVote #AmbagNatin ph.rappler.com/elections/2025",
262,tweet_id:1913158071779729805,"Ngayong nakuha ko na ang mga atensyon niyo, sa darating na Mayo Dose, huwag kalimutang ipanalo ang TAUMBAYAN sa #Halalan2025.

Narito ang listahan ng MAKABAYAN na dapat nating ipanalo sa senador.

Dahil sa MAKABAYAN, panalo ang TAUMBAYAN!",MAKABAYAN
263,tweet_id:1913157639883886861,Stay SOLID tayo DUTER-TEN pleaseee ipanalo natin ito. #VoteStraightPDPLaban#DuterTEN #halalan2025,PDP
264,tweet_id:1913005805265403926,"Bawal mangampanya ngayong  Biyernes Santo bilang respeto sa paggunita sa #SemanaSanta2025. 

Para sa iba pang update sa #Halalan2025, magtungo sa abs-cbn.com/news/halalan-2
….",
265,tweet_id:1912894468560425414,"In Miagao, Iloilo, Mayor and Vice Mayor are facing off for the mayor's seat this #Halalan2025. Yet both were running mates in the election prior. What happened? Let's take a look back at the 2022 local elections in the municipality of Miagao.",
266,tweet_id:1912860972404097503,IBOTO si Ka Dodoy para sa sustainable livelihood!  NUMERO OTSO sa senado! Ang video na ito ay hindi magiging posible kung hindi dahi sa tulong ni Ma’am Paner! Maraming salamat po! Fish be with you sa ating lahat! #KaDodoySaSenado #Roberto8Ballon#Halalan2025,
267,tweet_id:1912811439947202685,Wow mali!#Halalan2025,
268,tweet_id:1912528580690735213,"Ako ang tatapos sa pagsubok na 'to
Ako ang simula ng pagbabago #Halalan2025 #StarMagic",
269,tweet_id:1912506923058098546,"Everytime you share the ITIM ad video in its entirety, even if you caption it with criticism against Imee Marcos, you are STILL helping Imee's campaign.

Kahit i-edit niyo pa ang audio, kung nandyan pa ang subtitles, the ad still works for Imee.

Bakit di niyo gets?#Halalan2025",Imee Marcos
270,tweet_id:1912477695080059153,"66 ang pumasa sa final line-up for senatorial candidacy — but only 12 will debut on the national stage!  

Sino ang mapi-pick me, pick me, pick me up ng Star Creators ?  #KS4GG#Eleksyon2025",
271,tweet_id:1912476077597040971,"Ako ang tatapos sa pagsubok na 'to
Ako ang simula ng pagbabago #Halalan2025",
272,tweet_id:1912470403693371491,"While we're at it! You better have them in your ballot, ACEs! #Halalan2025 #BGYO",
273,tweet_id:1912467106286927922,"Palitan na ang Senado, sisintahin na ang mga walang walng pakundangan gastusin ang pera ng bayan.  

TAMA NA ANG MGA BUDOL
Nasa kamay ninyo ang pagbabago

The power is in your votes #Halalan2025 #VoteWisely#PDPLabanStraight #Duterten",PDP
274,tweet_id:1912457898548191335,"our best boys strongly advocates for the right to vote, through and through ‘Your vote is your voice. Let’s vote wisely’#Halalan2025 #BGYO ",
275,tweet_id:1912457263983272425,"'The victory formula for Pangilinan and Aquino is rather straightforward. But it's easier said than done.' #PHVote #ThoughtLeaders rappler.com/voices/thought
…",
276,tweet_id:1912449777515778218,#Bgyo  performing the theme for  's Halalan coverage #Halalan2025  ,
277,tweet_id:1912426648692990239,#Halalan2022            #Halalan2025VOTE WISELY!,
278,tweet_id:1912421470342639692,"Saan at kailan at kung paano
Ako ang tatapos sa pagsubok na ‘to.#Halalan2025 #BGYO",
279,tweet_id:1912415670811390007,"Saan at kailan at kung paano
Ako ang tatapos sa pagsubok na 'to. #Halalan2025",
280,tweet_id:1912370367097643301,"Sa bawat kilos makakalampag
Siklab ng umaga'y magliliwanag#Halalan2025",
281,tweet_id:1912354456181842211,Kalakip ng disqualification petition vs Atty. Christian Sia ay ang hirit ng Task Force SAFE na huwag iproklama si Sia sakaling manalo sa #Halalan2025 | via ,
282,tweet_id:1912351346596204992,"Malinaw na 14% lang ang gusto na ma-impeach si VP Inday. 

HOR = House of Romualdez Vote for your Senators and Representatives wisely. Make sure that they have the best interests of the Filipino in mind.#halalan2025 #dinapabubudolmuli",
283,tweet_id:1912343366475690461,"Naghain na ng petition for disqualification ang Task Force SAFE sa Clerk of the Commission vs Atty. Christian Sia ng Pasig City. 

Ayon kay director Sonia Wee-Lozada,  consolidated na dito ang 2 show cause order laban kay Sia. #Halalan2025 | via ",
284,tweet_id:1912174902964342910,"“If you abandon the youth, you abandon the nation.” - HM 

HEIDI MENDOZA () PO FOR SENATOR!!! #45MendozaHeidi #Halalan2025",HEIDI MENDOZA
285,tweet_id:1912133701191995575,"Ako ang tutupad sa pangakong ito
Ako ang simula ng pagbabago#Halalan2025 #WRIVE",
286,tweet_id:1912133261427613824,"Mulat na mata at gising na tainga
Mga daliri na nagkakaisa

AKO ANG SIMULA#Halalan2025 #MAKI",
287,tweet_id:1912079159121285535,"‘Wag nang mahimbing sa sariling mundo
‘Wag nang iwaldas ang sandaling ‘to #Halalan2025 #StarMagic",
288,tweet_id:1912053776040554522,"Ako ang tutupad sa pangakong ito
Ako ang simula ng pagbabago#Halalan2025",
289,tweet_id:1912021737484542248,"Ako ang tutupad sa pangakong ito
Ako ang simula ng pagbabago#Halalan2025 #WRIVE #StarMagic",
290,tweet_id:1912009512569196996,"Ako ang tutupad sa pangakong ito
Ako ang simula ng pagbabago#Halalan2025",
291,tweet_id:1911945364711846217,"Ano ang aayawan mo sa isang totoong makabayan, nagsilbi, hinarap ang mga TIWALI, nagpakulong? 

Wala. Heidi Mendoza is our Corruption Slayer!!! #45MendozaHeidi ngayong #Halalan2025 FOR SENATOR!!! ",makabayan
292,tweet_id:1911816522395533351,ML Partylist ni Leila De Lima ang iboboto kong partylist ngayong #Halalan2025!,
293,tweet_id:1911815004913123666,"Wag tayo sa mga Politikong puro Pangako! Dun na tayo sa totoong may nagawa para sa Pilipino!

Kiko Pangilinan at Bam Aquino! #Halalan2025",Bam Aquino
294,tweet_id:1911771550669570428,3 Million Views in just 4 hours Mabuhay ka Inday & Imee      #Halalan2025   #Eleksyon2025  #PDPlaban   #PDP  #ICC,PDP
295,tweet_id:1911747968111091854,BLOCK VOTING FOR KIKO PANGILINAN AND BAM AQUINO. Para ipanalo ang Pilipino! #Halalan2025,BAM AQUINO
296,tweet_id:1911741801020395935,"I'm on the same page with SASS ROGANDO SASOT insofar as supporting the P3WD Party List this coming #Halalan2025.

P3WD stands for Komunidad ng Pamilya Pasyente at Persons with Disabilities (or ""Community of Families, Patients, and Persons with Disabilities"").",
297,tweet_id:1911727380240146575,Sara Duterte endorses Imee Marcos' Senate reelection bid #Halalan2025,Imee Marcos
298,tweet_id:1911718027059740735,"HEIDI MENDOZA FOR SENATOR this coming #Halalan2025! 

Sa mga BISAYA — ISULOD / IAPIL SI MA’AM HEIDI SA INYONG BALOTA! #45MendozaHeidi ",HEIDI MENDOZA
299,tweet_id:1911656998602481825,"One breezy February afternoon in San Jose Del Monte City, the Marcos slate Alyansa campaigned in the vote-rich province, and Camille Villar, heiress to the business and political empire, promised all the basic needs — housing, jobs, etc. — except for one: water. #PHVote 

Read",
300,tweet_id:1911404160198525135,"HEIDI MENDOZA FOR SENATOR!!! Good governance 

Accountability of public officials 

Fight corruption 

Please  donate whatever amount through the QR codes below. I just did!  #45MendozaHeidi for Senator ngayong #Halalan2025!!! ",HEIDI MENDOZA
301,tweet_id:1911391992828788815,"Even ordinary Filipinos dream of good governance, accountability and fighting corruption. 

They know that if the system is fixed, everything good will follow. Even good marriages!  po FOR SENATOR!!! #45MendozaHeidi #Halalan2025",
302,tweet_id:1911273421872435341,"In Cebu, Governor Gwen Garcia has endorsed the following admin Senate bets:

-Abalos
-Bong Revilla
-Cayetano
-Lacson
-Pacquiao 
-Sotto
-Tolentino
-Villar

Unclear if she plans to endorse Binay, Lapid, & Erwin Tulfo, or goes for KikoBam and/or pro-Duterte bets.#Halalan2025",Bong Revilla
303,tweet_id:1911249264128188848,"While he’s still polling outside the “probable winners” list, Kiko Pangilinan said that his campaign team will work double time a month before the elections to make sure they will cover their bases to get enough votes. #PHVote 

More here: rappler.com/philippines/el
…",
304,tweet_id:1911232198323118469,"Kiko Pangilinan says he's willing to move heaven and earth to win the elections, but there are lines he won't cross #PHVote",
305,tweet_id:1911015344384209087,"JUST IN: The Legislative Assembly (LA) endorses the following #Halalan2025 candidates to the USG:

• Kiko Pangilinan  
• Bam Aquino  
• Luke Espiritu  
• Heidi Mendoza  
• Rep. Arlene Brosas  
• Sonny Matula  
• Leody De Guzman  
• Ronnel Arambulo  
• Danilo Ramos",Bam Aquino
306,tweet_id:1910994251971801135,I expect  to allow the arrests of Bato Dela Rosa and Bong Go after #Halalan2025 if and when the  issues the warrants for their arrests. ,Bong Go
307,tweet_id:1910954861451239626,"Bam Aquino at Kiko Pangilinan! Sila ang mga Senador ko!

Ikaw, proud ka ba sa mga Senador mo??? #Halalan2025",Bam Aquino
308,tweet_id:1910882439985262808,"SA HARAP NG BALOTA, I-SHADE ANG:  CASTRO, TEACHER FRANCE (MKBYN) 

30 araw na lang bago ang #Halalan2025, mga beshie!  Suportahan natin si Teacher France Castro at ang sampu pang senatorial candidates ng KOALISYONG MAKABAYAN para ipaglaban ang ating mga panawagan:",France Castro
309,tweet_id:1910845022989099434,"Tandaan niyo, yung mga Duterte propagandists were ‘trained’ by China.

“The content produced by the fake profiles revealed a clear objective: to bolster public support for Rodrigo Duterte and shape a sympathetic, legacy-driven narrative around his arrest.”#Halalan2025",
310,tweet_id:1910545293893914892,"Number 1, SINUNGALING#Halalan2025#TeamChina",
311,tweet_id:1910529679813206128,"Ang pagboto kay Philip Salvador at Willie Revillame this 2025 ay senyales na di tayo natuto kay Robin Padilla noong 2022. Para tayong sirang plaka, paulit-ulit na lang. Nakakainit ng ulo. #VoteWisely this May. #Halalan2025",Willie Revillame
312,tweet_id:1910498037849624591,"Ang mga unang senador ng Pilipinas ay kinabibilangan ng mga abogado, mamamahayag, agriculturist, negosyante, at doktor. #Halalan2025 

PANOORIN: youtube.com/watch?v=orIFws
…",
313,tweet_id:1910347947231068665,"Dun ako sa MADAMI NG NAGAWA, at MARAMI PANG MAGAGAWA SA SENADO!

Kiko Pangilinan at Bam Aquino! #Halalan2025",Bam Aquino
314,tweet_id:1910266423391478137,"BREAKING. Alleged drug lord and Albuera, Leyte, mayoral aspirant Rolan ""Kerwin"" Espinosa was shot in Barangay Tinag-an on Thursday, April 10, according to Albuera councilor aspirant Carl Kevin Batistis. #PHVote #AmbagNatin | via Jazmin Bonifacio/Rappler

Story to follow on",
315,tweet_id:1910250262134157742,"From Ma’am  FB page… #45MendozaHeidi #Halalan2025 

Sinabi na kasing mapapag-usapan iyan… Ngayon, nanggulo kayo, dami tuloy ayaw na sa SSM. Mga inutil kasi mag-isip!!!",
316,tweet_id:1910183684067705062,"DSWD confirms video of exploited PWD in smear campaign vs Pasig Mayor Vico Sotto was taken inside St. Gerrard Construction’s office in Pasig City.  

SGC is owned by Sarah Discaya, who is running for Pasig City Mayor vs Sotto in #Halalan2025 #ANCHeadstart | via ",
317,tweet_id:1910180442998964461,"I am so not confident about KikoBam's numbers in the WR Numero survey. (Especially with the OCTA results coming in.)

Might as well be in a state of mourning while we wait for the results.#Halalan2025",
318,tweet_id:1910164422930370732,"DSWD confirms video of exploited PWD in smear campaign vs Pasig Mayor  was taken inside St. Gerrard Construction’s office in Pasig City.

SGC is owned by Sarah Discaya, who is running for Pasig City Mayor vs Sotto in #Halalan2025 #ANCHeadstart",
319,tweet_id:1910164183477629074,"Once again, focus your energies on Kiko and/or Bam.

Highly unlikely na talaga na may iba pang manalo na oposisyon, so at least spend more energy on the ones who actually have a chance. #Halalan2025",
320,tweet_id:1909977097378165162,"Sharon Cuneta admits feeling embarrassed for being absent from her husband's campaign rally in Bulacan. #Halalan2025Read: abs-cbn.com/entertainment/
…",
321,tweet_id:1909906378740953334,BLOCK VOTING FOR BAM AQUINO ANG KIKO PANGILINAN PARA MAKAPASOK SILA SA TOP 12 ngayong #Halalan2025,BAM AQUINO
322,tweet_id:1909882345211281904,"This is my current and I believe final list of Senators:

5 - Aquino  
8 - Ballon  
25 - Espiritu  
43 - Matula  
51 - Pangilinan  
54 - Ramos  #Halalan2025Ayan tama na ang number ",
323,tweet_id:1909872794047009279,Naniniwala ako kila Bam Aquino at Kiko Pangilinan! #Halalan2025,Bam Aquino
324,tweet_id:1909869373113892987,"When you look back at the eventual fates of once-liberal darlings Samira Gutoc, Pilo Hilbay, Lourdes Sereno, and Rowena Guanzon, you get some understanding of why people might have apprehensions with Heidi Mendoza.#Halalan2025",liberal
325,tweet_id:1909833249397801269,"6 sa 12 na tumatakbong babae sa Senado ngayong #Halalan2025 ay galing sa Makabayan.

Lahat ay YES sa same-sex marriage at YES sa SOGIESC Bill (in fact principal authors pa nga nito). Kinikilala rin nila ang karapatan ng kababaihan sa divorce at abortion.#TaumbayanSaSenado",Makabayan
326,tweet_id:1909805800110911903,"WATCH: Senator JV Ejercito endorses the senatorial bid of his former colleague Bam Aquino.

""Nakasama ko noon sa Senado si Senator Bam Aquino, at nakita ko kung gaano siya ka-seryoso sa paglilingkod,"" Ejercito says |   Sen. JV Ejercito#VoteWatch #Eleksyon2025",Bam Aquino
327,tweet_id:1909789365376893388,"Winning Senate bets in the past were those who made it in the Top 20 in the poll immediately after COC filing.

Kiko was #15. Bam was #17. They have a shot of winning. 

Heidi was #39. She isn't gonna win 2025, but she's setting the tone for her politics for 2028.#Halalan2025",
328,tweet_id:1909786192142639448,"Sinita ng Comelec ang vlogger at kandidatong konsehal ng Maynila na si Mocha Uson dahil sa ""double meaning"" na mensahe ng campaign jingle nito sa #Halalan2025. | via ",
329,tweet_id:1909743712751829174,"May UTAK ka, right? 

Pakinggang mabuti si . #45MendozaHeidi #Halalan2025 x.com/HeidiMendoza45
…",
330,tweet_id:1909743061305057689,Maraming nagsakrispisyo't nagbuwis ng buhay para sa bayan kaya bumoto nang wasto upang maitaguyod ang kanilang mga ipinaglaban.  #Halalan2025,
331,tweet_id:1909740419837313399,"Nasa KAMPANYA PA LANG!!! 

Pwedeng pag-usapan ang isyu na iyan IF and WHEN she is elected. She can change her position on this.  #45MendozaHeidi for SENATOR this #Halalan2025.",
332,tweet_id:1909737167049703764,"I am from the LGBT community. I continue to SUPPORT #45MendozaHeidi for SENATOR! Hindi lang usaping marriage chenes ang problema ng bansa. Napakalaking problema ang korupsyon!

IBOTO  ngayong #Halalan2025! May chance for her to change her position on the matter.",
333,tweet_id:1909571108254499327,"Whatever you're feeling right now with Heidi, I strongly suggest that you use that energy instead to push for KikoBam. Maybe even focus on just one of them to really push further.#Halalan2025",
334,tweet_id:1909495384453312751,"The incident in question was recorded on video by the Daily Tribune news outlet. #PHVote #AmbagNatin 

READ: rappler.com/philippines/el
…",
335,tweet_id:1909484452121919691,"I LOVE  noh?!

Shoot na natin ito sa balota mga betla!!! #Halalan2025",
336,tweet_id:1909446391388045529,"Kiko Pangilinan, campaigning on a platform of food security, is focusing his efforts on the vote-rich province of Bulacan on Tuesday, April 8. Later, he plans to hold a mini-campaign rally in Malolos, aiming to replicate the success of the pink rally in 2022. #PHVote #AmbagNatin",
337,tweet_id:1909421727328743582,"The Comelec issues another show cause order against Pasig City congressional candidate Christian Sia, this time for his public remark about the body size of his female assistant. #ANCHeadstart #Halalan2025",
338,tweet_id:1909418857674293731,"BASAHIN: Naglabas ng panibagong show cause order ang Comelec para pagpaliwanagin si Pasig City congressional bet Atty. Christian ""Ian"" Sia dahil sa pahayag nito patungkol sa 'body size' ng kanyang babaeng staff. #Halalan2025 | via ",
339,tweet_id:1909139521545101626,"Huwag nating sayangin ang pagkakataon na madagdagan ang may silbi at matino sa Senado! Iboto natin, Kiko Pangilinan at Bam Aquino! #Halalan2025",Bam Aquino
340,tweet_id:1909049469217456423,BASAHIN: Pinagpapaliwanag na rin ng Comelec si Misamis Oriental gubernatorial bet Peter Unabia dahil sa umano'y misogynistic nursing scholarship joke nito sa isang campaign rally noong April 3. | via  #Halalan2025,
341,tweet_id:1908825760816676876,"Election watchdog Parish Pastoral Council for Responsible Voting called on voters to be discerning after Pasig congressional bet Christian Sia's campaign remark that single mothers in the crowd could sign up to sleep with him. #Halalan2025 

READ: abs-cbn.com/news/nation/20
…",
342,tweet_id:1908655909645017582,"Running against a Duterte in Davao City may look like a losing battle, but not for a seasoned development worker challenging the political clan’s local hold. #PHVote rappler.com/people/profile
…",pm
343,tweet_id:1908371384352571440,"What exactly are the so-called vote-rich areas in the Philippines? And why are they important during elections? We tackled this in the first episode of the Halalan 101 explainer video series. A joint effort of  and  for #Halalan2025, this video series aims to",
344,tweet_id:1908348387457634368,Pasig City Mayor Vico Sotto shrugs off allegations that he and his allies are behind the viral video of an opposition congressional candidate joking about a 'sex for solo parents program' in the city. | via  #Halalan2025,
345,tweet_id:1908347879884022245,Pasig Mayor Vico Sotto shrugs off allegations that he and his allies are behind the viral video of an opposition congressional candidate joking about a  sex for solo parents program in the city.#Halalan2025,
346,tweet_id:1908337453024575618,"‘IPAPANALO KA NAMIN’

LOOK: Senator Win Gatchalian endorses Senatorial bet Bam Aquino for #Eleksyon2025. 

“Sisiguruhin naming ang iyong pagpanalo dito sa Valenzuela,” said Gatchalian, who was former Valenzuela district representative and mayor. #VoteWatch Team Bam Aquino",Bam Aquino
347,tweet_id:1908159777185972663,"‘HINDI KO MAIWASANG ISIPIN NA PULITIKA ANG NASA LIKOD NITO’

In a press release distributed during Pasig congressional candidate Ian Sia’s press conference, Sia blames Pasig Mayor  for making his ‘sex for single moms’ joke a national issue. #Halalan2025 | via",
348,tweet_id:1908064770076315816,#Halalan2025  #Eleksyon2025  #DuterTENBLOCKVOTE,DuterTEN
349,tweet_id:1908033037264130480,"Pasig City congressional candidate Christian ""Ian"" Sia explained that the ""joke"" was meant to ""shock"" the audience so he would have their attention when he discusses his platforms. #Halalan2025 

Full report: abs-cbn.com/news/nation/20
…",
350,tweet_id:1908002814108082678,"Ballsy Aquino-Cruz, daughter of the late Senator Ninoy Aquino, Jr., campaigns for the Senate reelection of her cousin and former Senator Bam Aquino in #Eleksyon2025 during a market run in Tarlac city from Bam Aquino campaign team  ",Bam Aquino
351,tweet_id:1907994493841977786,Pinagpapaliwanag ng Comelec si Atty. Ian Sia ng Pasig City dahil sa viral video nito patungkol sa hindi magandang biro nito sa mga solo parent na ayon sa komisyon ay paglabag sa Anti-Discrimination and Fair Campaign Guidlines ng ahensiya. #Halalan2025 | via ,
352,tweet_id:1907822667253821704,Kailangan ni Risa Hontiveros ng katuwang sa Senado! Kaya iboto natin sila Kiko Pangilinan at Bam Aquino! #Halalan2025,Bam Aquino
353,tweet_id:1907765452417413240,"Handa na ang inyong mga Patrol ng Pilipino para maghatid ng komprehensibo, patas, at makatotohanang balita ngayong #Halalan2025!

Tutok lang sa , , at iba pang platforms ng .",
354,tweet_id:1907664807668625881,"Christian “Ian” Sia, former councilor ng Pasig City, now running for representative. 

Siya po ang self-appointed public tite ng nga single moms na nireregla pa. Gaga at gago lang ang boboto sa gagong ito. #Halalan2025",
355,tweet_id:1907614030102954268,"Buwelta ng isang eksperto kung paanong magiging masigla ang demokrasya kung iilang pamilya lang aniya ang namumuno sa maraming lugar. #Halalan2025 

PANOORIN: youtube.com/watch?v=zaBLU7
…",
356,tweet_id:1907545558153351577,#Halalan2025  #Eleksyon2025  #NPA  #Terrorists  #Kidnappers,
357,tweet_id:1907357693926576373,"Wala na namang plataporma? Jusko po!  

Ngayong #Eleksyon2025, pumili tayo ng kandidatong hindi “sus” at may matibay na plataporma para sa bayan. #Eleksyonaryo #DapatTotoo",
358,tweet_id:1907104824329642292,Dalawang pangalan ngayong darating na Halalan: Bam Aquino and Kiko Pangilinan for Senator! #Halalan2025,Bam Aquino
359,tweet_id:1907045278936350944,"Giit ng isang eksperto na kailangang mag-diet ng political dynasties dahil aniya, masama na sila sa kalusugan ng demokrasya. #Halalan2025PANOORIN: youtube.com/watch?v=zaBLU7
…",
360,tweet_id:1907034802240598262,"The sad fact na even among first-class LGUs, walang website na pwede mong puntahan para mabilis magresearch ng mga ordinansa at bills na sinulat ng mga konsehal at bokal/board member.. 

Paano makaka-graduate sa personality politics ang Pilipinas?#Halalan2025",
361,tweet_id:1906951727569318200,"Senate bets from the Makabayan slate emerged as the strongest advocates for pro-environment policies, according to Envibe Check, a study conducted by environmental group Panatang Luntian. #Halalan2025",Makabayan
362,tweet_id:1906547043277152663,piktyurnatmayn #VoteWisely #Halalan2025,
363,tweet_id:1906379851696857327,"Those pushing for Vico Sotto to run for President/VP in 2028 are just as annoying as the ones floating a prez/VP run for Antonio Trillanes back in 2010.

Read the fine print po. Di pa qualified ang edad ni Trillanes  noon, at di pa qualified si Vico sa 2028.#Halalan2025",
364,tweet_id:1906375144588853317,"Si Risa Hontiveros for me yung may Pinaka may silbi sa Senado! 

Kelangan madagdagan yan nina Bam Aquino at Kiko Pangilinan! #Halalan2025",Bam Aquino
365,tweet_id:1906289555918979501,"On Sunday, March 30, Filipino band Lola Amour called out political candidates for using its songs in campaign jingles.

“Please note that all of those are used without our consent,” the band wrote on its Facebook page. #PHVote",
366,tweet_id:1906134323079614508,"Continuing the legacy of her late husband Jesse Robredo, former Vice President Leni Robredo returns to her hometown, Naga City, to seek the mayoralty. #PHVote rappler.com/philippines/el
…",
367,tweet_id:1906002491281666181,"LOOK: Senator Imee Marcos officially removed from BBM’s Alyansa candidates.

Kung sino pa yung kapatid ng Presidente, siya pa ang wala sa line up. The die is cast.

Imee Solusyon? Or ay, may problema.#Halalan2025",Imee Marcos
368,tweet_id:1905966169690894804,"Naga City mayoral bet Leni Robredo pays tribute to the volunteers who helped organize her proclamation rally, and urges voters to choose Kiko Pangilinan, Bam Aquino, and Mamamayang Liberal #PHVote",Bam Aquino
369,tweet_id:1905817867028963361,"Napaka Blessed ng Naga City, may Leni Robredo sila! Sana sa buong Pilipinas din! #Halalan2025 #LeniRobredo2028",
370,tweet_id:1905648575822135379,"Don't vote for candidates violating campaign rules, Comelec chief says #Halalan2025",
371,tweet_id:1905587821811028208,"Leni Robredo seating in the midst of people rather than having a front seat in her camapign kick-off in Naga City is conveying a message that politicians should be with the people, not above anyone. #Halalan2025",
372,tweet_id:1905539940395741539,And now Baguio City Mayor Benjie Magalong endorses #KikoBam2025 #GoodGovernance #Halalan2025,
373,tweet_id:1905539713508729104,"Former vice president Leni Robredo kicks off her mayoral bid in Naga City on Friday, March 28, at the Naga City People’s Mall.  An Bagong Team Naga  #PHVoteLIVE UPDATES: rappler.com/philippines/el
…",
374,tweet_id:1905449474203550121,"""DON'T ENGAGE IN MUDSLINGING"" 

WATCH: Former Manila Mayor Isko Moreno urges fellow candidates to avoid mudslinging during the campaign season |  #VoteWatch #Eleksyon2025",
375,tweet_id:1905447138764472721,"To all our inspiring Young Leaders for Good Governance (YLGG) fellows running for public office—may your campaigns be fueled by the same integrity, courage, and dedication to service that defined the legacy of Sec. Jesse Robredo. #Halalan2025 #YLGG #MatinoMahusayAtMayPuso",
376,tweet_id:1905293858331836508,"DDS at BBM Supporters, wag nyo iboto si Imee Marcos! Boto nyo nalang sila Bam Aquino at Kiko Pangilinan sa #Halalan2025!",Imee Marcos
377,tweet_id:1905253440865100031,INSTEAD OF ZERO REMITTANCE ETO NA LANG ZERO VOTE FOR #PROCHINA  CANDIDATES#SayNOtoPROCHINA this coming #Halalan2025,
378,tweet_id:1905077313638707574,"Pansin ng isang eksperto na tila tuwing halalan lang may pakialam ang ilang Pinoy sa mga nangyayari sa paligid at gobyerno, bagay na hindi dapat nangyayari dahil hindi aniya natatapos sa pagboto ang responsibilidad ng isang botante. #Halalan2025 

PANOORIN:",
379,tweet_id:1905063065072345435,"Joined COMELEC and PPCRV's unity walk, interfaith rally, and peace covenant signing to promote a fair, safe, and peaceful electoral process in Las Piñas  Happy 118th founding anniversary din pala sa mahal nating lungsod  #Halalan2025",
380,tweet_id:1904823880864456893,Pwede ba mga #Kakampink ulit natin?#NotoProChina #Halalan2025,
